id,source,source_subset,src_lang,tgt_lang,src_text,tgt_text,source_id,license,quality_status,verification_status,notes
TT-V2-TAT-00021,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम कैसे हो?,ᱟᱢ ᱪᱮᱫ ᱞᱮᱠᱟ ᱢᱮᱱᱟᱢᱼᱟ?,hin:475785|sat:10290445,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00022,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,आज अवकाश है।,ᱛᱤᱦᱤᱱ ᱫᱚ ᱛᱷᱩᱴᱴᱤ ᱢᱮᱱᱟᱜᱼᱟ᱾,hin:10290452|sat:10290449,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00023,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,इस गाड़ी का दाम हैं दस लाख रुपए।,ᱱᱚᱣᱟ ᱜᱟᱹᱰᱤ ᱨᱮᱭᱟᱜ ᱫᱟᱢ ᱢᱮᱱᱟᱜᱼᱟ ᱜᱮᱞ ᱞᱟᱠᱷ ᱴᱟᱠᱟ᱾,hin:10290475|sat:10290474,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00024,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,आप सभी की ज़रूरत है।,ᱟᱯᱮ ᱠᱚᱣᱟᱜ ᱫᱚᱨᱠᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ᱾,hin:10290500|sat:10290498,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00025,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,पुरा किजिए,ᱯᱩᱨᱟᱹᱣ ᱢᱮ,hin:10290508|sat:10290503,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00026,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,पानी का तलाब से पानी ले कर आओ।,ᱫᱟ ᱰᱟᱹᱰᱤ ᱠᱷᱟᱱ ᱫᱟ ᱟᱹᱜᱩᱭ ᱢᱮ᱾,hin:10290516|sat:10290512,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00027,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,कृपया करके आप सभी बाये की और जाए।,ᱫᱟᱭᱟ ᱠᱟᱛᱮ ᱟᱯᱮ ᱥᱟᱱᱟᱢ ᱠᱚ ᱞᱮᱸᱜᱟ ᱥᱮᱛ ᱪᱟᱞᱟᱜ ᱯᱮ᱾,hin:10290534|sat:10290529,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00028,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,सोहराय पुजा इस महीने में हैं।,ᱥᱚᱦᱨᱟᱭ ᱵᱚᱝᱜᱟ ᱫᱚ ᱱᱚᱣᱟ ᱪᱟᱸᱫᱚ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ᱾,hin:10290568|sat:10290554,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00029,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,"वहां देखो, तुम्हारा दोस्त तुम्हारे लिए इंतजार कर रहा हैं।","ᱦᱟᱱᱰᱮ ᱧᱮᱞ ᱢᱮ, ᱟᱢᱨᱮᱱ ᱜᱟᱹᱛᱮ ᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱛᱟᱺᱜᱤ ᱫᱟᱭ᱾",hin:10290581|sat:10290579,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00030,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मैं रांची जाऊंगा।,ᱤᱧ ᱫᱚ ᱨᱟᱺᱪᱤ ᱪᱟᱞᱟᱜ ᱟᱹᱭ᱾,hin:10290591|sat:10290585,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00031,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,आज ठंड लग रही है।,ᱛᱤᱦᱤᱧ ᱫᱚ ᱨᱟᱵᱟᱝ ᱠᱟᱱᱟ᱾,hin:10290608|sat:10290601,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00032,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम कहां गए थे?,ᱟᱢ ᱚᱠᱟᱛᱮ ᱪᱟᱞᱟᱣ ᱞᱮᱱᱟᱢ?,hin:10290629|sat:10290627,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00033,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,क्या आप सभी ने खाना खाया कि नहीं?,ᱫᱟᱠᱟ ᱠᱚ ᱡᱚᱢ ᱠᱮᱫᱟ ᱯᱮ ᱥᱮ ᱵᱟᱝ?,hin:10290640|sat:10290632,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00034,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,हिन्दी फ़िल्म है।,ᱦᱤᱱᱫᱤ ᱯᱷᱤᱞᱢ ᱠᱟᱱᱟ ᱾,hin:3620515|sat:10292849,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00035,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मैं संताली भाषा में बात करना चाहता हूं।,ᱥᱟᱱᱛᱟᱲᱤ ᱯᱟᱹᱨᱥᱤ ᱛᱮ ᱠᱟᱛᱷᱟᱜ ᱥᱮᱱᱟᱹᱧ ᱠᱟᱱᱟ ᱾,hin:10293033|sat:10289273,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00036,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,"ठीक है, मैं संताली भाषा में बात करूंगा।",ᱴᱷᱤᱠ ᱜᱮᱭᱟ ᱤᱧ ᱫᱚ ᱤᱝᱨᱟᱡᱤ ᱛᱮ ᱠᱟᱛᱷᱟᱜᱼᱟᱹᱧ ᱾,hin:10293035|sat:10289272,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00037,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,यह हिंदी फिल्म है।,ᱦᱤᱱᱫᱤ ᱯᱷᱤᱞᱢ ᱠᱟᱱᱟ ᱾,hin:10293501|sat:10292849,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00038,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,बांग्ला में संताली को संथाली बोलते हैं।,ᱥᱟᱱᱛᱟᱲᱤ ᱫᱚ ᱵᱟᱝᱞᱟ ᱛᱮ ᱥᱟᱱᱛᱷᱟᱞᱤ ᱠᱚ ᱢᱮᱛᱟᱜᱼᱟ ᱾,hin:10293522|sat:10292542,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00039,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मैं यहां पर नया हूं।,ᱤᱧ ᱫᱚ ᱱᱟᱸᱰᱮᱧ ᱱᱟᱣᱟ ᱜᱮᱭᱟ ᱾,hin:10293536|sat:10292541,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00040,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,सबका स्वागत है!,ᱥᱟᱱᱟᱢ ᱠᱚᱜᱮ ᱥᱟᱹᱜᱩᱱ ᱫᱟᱨᱟᱢ !,hin:10293540|sat:10292539,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00041,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,सुन लिया है मैंने।,ᱟᱸᱡᱚᱢ ᱟᱠᱟᱫ ᱜᱮᱭᱟᱹᱧ ᱾,hin:10293553|sat:10291164,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00042,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,संताली भाषा में लिखना और बोलना सीखें।,ᱥᱟᱱᱛᱟᱲᱤ ᱯᱟᱹᱨᱥᱤ ᱛᱮ ᱚᱞ ᱟᱨ ᱯᱟᱲᱦᱟᱣ ᱪᱮᱫᱚᱜ ᱢᱮ ᱾,hin:10341275|sat:10297716,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00043,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,क्या आप संताली भाषा जानते हैं?,ᱥᱟᱱᱛᱟᱲᱤ ᱯᱟᱹᱨᱥᱤ ᱵᱟᱲᱟᱭᱟᱢ ᱥᱮ ?,hin:10348329|sat:10297720,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00044,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,संताली एक भाषा है।,ᱥᱟᱱᱛᱟᱲᱤ ᱫᱚ ᱢᱤᱫᱴᱟᱹᱝ ᱯᱟᱹᱨᱥᱤ ᱠᱟᱱᱟ ᱾,hin:10348383|sat:10297697,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00045,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,क्या आप संताली में बोल सकते हैं?,ᱥᱟᱱᱛᱟᱲᱤ ᱛᱮ ᱨᱮᱲ ᱟᱢ ᱥᱮ?,hin:10348390|sat:10297698,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00046,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,विकिपीडिया संताली भाषा में उपलब्ध है।,ᱣᱤᱠᱤᱯᱤᱰᱤᱭᱟ ᱫᱚ ᱥᱟᱱᱛᱟᱲᱤ ᱯᱟᱹᱨᱥᱤ ᱛᱮ ᱦᱚᱸ ᱢᱮᱱᱟᱜᱼᱟ ᱾,hin:10348404|sat:10264373,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00047,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मोदी संताली भाषा बोलना जानते हैं।,ᱢᱚᱫᱤ ᱫᱚ ᱥᱟᱱᱛᱟᱲᱤ ᱯᱟᱹᱨᱥᱤ ᱛᱮ ᱨᱚᱲ ᱵᱟᱲᱟᱭᱟᱭ ᱾,hin:10348409|sat:10276608,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00048,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,संताली विकिपीडिया में लेख लिखने के लिए ओल चिकी लिपि का प्रयोग किया जाता है।,ᱥᱟᱱᱛᱟᱲᱤ ᱣᱤᱠᱤᱯᱤᱰᱤᱭᱟ ᱨᱮ ᱚᱱᱚᱞ ᱠᱚ ᱫᱚ ᱚᱞ ᱪᱤᱠᱤ ᱞᱤᱯᱤ ᱛᱮ ᱚᱞᱚᱜ ᱠᱟᱱᱟ ᱾,hin:10348416|sat:10289244,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00049,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मैं संताली स्कूल में पढ़ता हूँ।,ᱥᱟᱱᱛᱟᱲᱤ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱤᱧᱤᱧ ᱯᱟᱲᱦᱟᱣᱜ ᱠᱟᱱᱟ ᱾,hin:10348424|sat:10297727,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00050,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,रबी भूसे के घर में रह रहा है।,ᱨᱚᱵᱤ ᱫᱚ ᱵᱩᱥᱩᱵ ᱚᱲᱟᱜ ᱨᱮ ᱛᱟᱦᱮᱸᱱ ᱠᱟᱱᱟᱭ ᱾,hin:10538870|sat:10538865,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00051,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,टॉम को गणित पसंद है।,ᱴᱚᱢ ᱮᱞᱠᱷᱟ ᱫᱩᱞᱟᱹᱲᱟᱜᱼᱟᱭ ᱾,hin:11141901|sat:11141899,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00052,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,हाँ।,ᱦᱚᱭ ᱾,hin:477093|sat:11141924,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00053,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,बचाओ!,ᱵᱟᱧᱪᱟᱣ ᱟᱹᱧ ᱢᱮ!,hin:459377|sat:11141926,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00054,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,नमस्ते।,ᱡᱚᱦᱟᱨ!,hin:480306|sat:11141927,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00055,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,नमस्कार।,ᱡᱚᱦᱟᱨ!,hin:480307|sat:11141927,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00056,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,कृपया।,ᱫᱟᱭᱟᱠᱟᱛᱮ ᱾,hin:484076|sat:11141928,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00057,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,स्वागतम्।,ᱥᱟᱹᱜᱩᱱ ᱫᱟᱨᱟᱢ ᱾,hin:488705|sat:11141930,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00058,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,कितने दूर?,ᱛᱤᱱᱟᱹᱜ ᱡᱷᱟᱹᱞ ?,hin:3216572|sat:11178852,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00059,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,आप क्या कहेंगे ?,ᱟᱢ ᱪᱮᱫ ᱮᱢ ᱢᱮᱱᱟ ?,hin:11154246|sat:11188007,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00060,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मैं एक नई कार ख़रीदने वाला हूँ।,ᱤᱧ ᱫᱚ ᱢᱤᱫᱴᱟᱹᱝ ᱱᱟᱶᱟ ᱠᱟᱨ ᱤᱧ ᱠᱤᱨᱤᱧ ᱞᱟᱹᱜᱤᱫ ᱾,hin:11153466|sat:11188008,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00061,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,थके हुए हो तो ध्यान देना मुश्किल होता है।,ᱞᱟᱝᱜᱟ ᱛᱟᱦᱮᱸ ᱞᱮᱠᱷᱟᱱ ᱫᱷᱭᱟᱱ ᱮᱢᱚᱜ ᱨᱮ ᱢᱩᱥᱠᱤᱞ ᱜᱮ ᱵᱩᱡᱷᱟᱹᱣᱜᱼᱟ ᱾,hin:11135053|sat:11188015,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00062,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,कृपया आवश्यक मरम्मत ही करें।,ᱫᱟᱭᱟᱠᱟᱛᱮ ᱫᱚᱨᱠᱟᱨ ᱥᱟᱡᱟᱣ ᱠᱚ ᱜᱮ ᱠᱚᱨᱮᱣ ᱢᱟᱸ ᱾,hin:11127554|sat:11188016,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00063,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,जलेगा।,ᱡᱩᱞᱩᱜᱼᱟ ᱾,hin:3625173|sat:11195204,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00064,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,बेचारा।,ᱵᱮᱪᱨᱟ ᱾,hin:3873902|sat:11195206,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00065,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,जादू।,ᱡᱟᱹᱫᱩ ᱾,hin:4023563|sat:11195207,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00066,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,खींचिए!,ᱚᱨ ᱢᱮ !,hin:4078429|sat:11195210,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00067,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,खींच!,ᱚᱨ ᱢᱮ !,hin:4078430|sat:11195210,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
TT-V2-TAT-00068,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,गिरोगे!,ᱧᱩᱨᱩᱜ ᱟᱢ !,hin:4101367|sat:11195213,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_direct_links)
