file,reference,prediction,normalized_reference,normalized_prediction,substitutions,deletions,insertions,wer,audio_duration_sec,latency_ms,rtf
common_voice_hi_24941365.mp3,आप इस गाड़ी के साथ क्या करने वाले हैं?,आप इस गाड़ी के साथ क्या करने वाले हैं,आप इस गाड़ी के साथ क्या करने वाले हैं,आप इस गाड़ी के साथ क्या करने वाले हैं,0,0,0,0.0,6.23,953.31,0.153
common_voice_hi_24956020.mp3,खुलासा: अफगानिस्तान में भारतीय दूतावास पर हुए हमले में था पाकिस्तान का हाथ,खुलासा अफ़गानिस्तान में भारतीय दूतावास पर हुए हमले में था पाकिस्तान का हाथ,खुलासा अफगानिस्तान में भारतीय दूतावास पर हुए हमले में था पाकिस्तान का हाथ,खुलासा अफ़गानिस्तान में भारतीय दूतावास पर हुए हमले में था पाकिस्तान का हाथ,1,0,0,0.0769,7.2,1086.07,0.151
common_voice_hi_24969567.mp3,डब्बे की विषय-सूची उसके टैग पर लिखी हुई है।,डब्बे की विशेष सूचि उसके तग पर लिखी हुई है,डब्बे की विषयसूची उसके टैग पर लिखी हुई है,डब्बे की विशेष सूचि उसके तग पर लिखी हुई है,2,0,1,0.3333,5.62,844.7,0.15
common_voice_hi_24969852.mp3,अजलान शाह हॉकी: पाकिस्तान को हराकर भारत ने खोला जीत का खाता,अजलान शाह हॉकी पाकिस्तान को हरा कर भारत ने खोला जीत का खाता,अजलान शाह हॉकी पाकिस्तान को हराकर भारत ने खोला जीत का खाता,अजलान शाह हॉकी पाकिस्तान को हरा कर भारत ने खोला जीत का खाता,1,0,1,0.1667,6.95,1046.13,0.151
common_voice_hi_25012349.mp3,नतीजों के कारण नतीजों का इंतजार और दिलचस्प,नतीजों के कारण नतीजों का इंतजार और दिलचस्प,नतीजों के कारण नतीजों का इंतजार और दिलचस्प,नतीजों के कारण नतीजों का इंतजार और दिलचस्प,0,0,0,0.0,4.82,754.49,0.156
common_voice_hi_25148883.mp3,मैं तुमसे सहमत नहीं हूँ।,मैं तुमसे समख रू हू,मैं तुमसे सहमत नहीं हूँ,मैं तुमसे समख रू हू,3,0,0,0.6,2.63,434.14,0.165
common_voice_hi_25153162.mp3,इस उपन्यास का लेखक कौन है?,इस उपन्यास का लेखक कौन है,इस उपन्यास का लेखक कौन है,इस उपन्यास का लेखक कौन है,0,0,0,0.0,4.86,763.83,0.157
common_voice_hi_25215289.mp3,वे हमारी प्रतिक्षा कर रहे हैं।,वे हमारी प्रतीक्षा कर रहे हैं,वे हमारी प्रतिक्षा कर रहे हैं,वे हमारी प्रतीक्षा कर रहे हैं,1,0,0,0.1667,3.78,589.92,0.156
common_voice_hi_25225009.mp3,चीन में मिले ग्रेट वाल के अज्ञात भाग,चीन में मिले ग्रेट वाल के अज्ञात भाग,चीन में मिले ग्रेट वाल के अज्ञात भाग,चीन में मिले ग्रेट वाल के अज्ञात भाग,0,0,0,0.0,5.76,891.56,0.155
common_voice_hi_25286454.mp3,लोकसभा चुनाव के दूसरे चरण में पूर्वोत्तर के वोटरों ने दिखाया भरपूर उत्साह,लोकसभा चुनाव के दूसरे चरण में पूर्वोत्तर के वोटरों ने दिखाया भरपूर उत्साह,लोकसभा चुनाव के दूसरे चरण में पूर्वोत्तर के वोटरों ने दिखाया भरपूर उत्साह,लोकसभा चुनाव के दूसरे चरण में पूर्वोत्तर के वोटरों ने दिखाया भरपूर उत्साह,0,0,0,0.0,6.41,954.83,0.149
common_voice_hi_25297697.mp3,मासूम सीरियाई बच्चे एलन कुर्दी की मौत मामले में दो को सजा,मासूम सीरियाई बच्चे एलन कुर्दी की मौत मामले में दो को सजा,मासूम सीरियाई बच्चे एलन कुर्दी की मौत मामले में दो को सजा,मासूम सीरियाई बच्चे एलन कुर्दी की मौत मामले में दो को सजा,0,0,0,0.0,7.13,1087.6,0.153
common_voice_hi_25319313.mp3,'झलक दिखला जा' के शो पर शाहिद की मंगेतर मीरा राजपूत!,झलक तिखलाजा के शो पर शाहिद की मंगेतर नीरा राजपूत,झलक दिखला जा के शो पर शाहिद की मंगेतर मीरा राजपूत,झलक तिखलाजा के शो पर शाहिद की मंगेतर नीरा राजपूत,2,1,0,0.2727,6.95,1056.04,0.152
common_voice_hi_25319355.mp3,"तमिल सरकार ने कोका कोला को दिया झटका, छीन ली जमीन",तमिल सरकार ने कोकाकोला को दिया झटका छीन ली जमीन,तमिल सरकार ने कोका कोला को दिया झटका छीन ली जमीन,तमिल सरकार ने कोकाकोला को दिया झटका छीन ली जमीन,1,1,0,0.1818,5.62,855.46,0.152
common_voice_hi_25473133.mp3,उसने अपनी आँखें बंद करीं।,उसने अपनी आँखें बंद करी,उसने अपनी आँखें बंद करीं,उसने अपनी आँखें बंद करी,1,0,0,0.2,3.1,459.37,0.148
common_voice_hi_25745599.mp3,आप तीन मौके ले सकते हैं।,आप तीन मौके ले सकते हैं,आप तीन मौके ले सकते हैं,आप तीन मौके ले सकते हैं,0,0,0,0.0,2.84,425.56,0.15
common_voice_hi_25982602.mp3,कुछ सुनाई दे रहा है?,कुछ सुनाई दे रहा है,कुछ सुनाई दे रहा है,कुछ सुनाई दे रहा है,0,0,0,0.0,2.56,401.19,0.157
common_voice_hi_25982676.mp3,भू नीति के खिलाफ भाजपा ने की आंदोलन की घोषणा,भू नीति के खिलाफ भाजपा ने की आंदोलन की घोषणा,भू नीति के खिलाफ भाजपा ने की आंदोलन की घोषणा,भू नीति के खिलाफ भाजपा ने की आंदोलन की घोषणा,0,0,0,0.0,6.66,1020.17,0.153
common_voice_hi_25983583.mp3,आओ! मैं तुम्हें हार का स्वाद चखाऊँगा।,ह मैं तुम्हें हार का स्वाद चखाऊंगा,आओ मैं तुम्हें हार का स्वाद चखाऊँगा,ह मैं तुम्हें हार का स्वाद चखाऊंगा,2,0,0,0.2857,6.23,953.96,0.153
common_voice_hi_25983648.mp3,"नारायण राणे ने बनाई अपनी पार्टी, 'महाराष्ट्र स्वाभिमान पक्ष' नाम रखा",नारायण राणे ने बनाई अपनी पार्टी महाराष्ट्र स्वाभिमान पक्ष नाम रखा,नारायण राणे ने बनाई अपनी पार्टी महाराष्ट्र स्वाभिमान पक्ष नाम रखा,नारायण राणे ने बनाई अपनी पार्टी महाराष्ट्र स्वाभिमान पक्ष नाम रखा,0,0,0,0.0,7.78,1230.88,0.158
common_voice_hi_25983758.mp3,हम इटली में हैं।,हम इटली में हैं,हम इटली में हैं,हम इटली में हैं,0,0,0,0.0,3.78,568.6,0.15
common_voice_hi_26018148.mp3,मोदी पर पहले से निष्कर्ष निकालना सही नहीं: फारूक,मोदी पर पहले से निष्कर्ष निकालना सही नहीं हारुख,मोदी पर पहले से निष्कर्ष निकालना सही नहीं फारूक,मोदी पर पहले से निष्कर्ष निकालना सही नहीं हारुख,1,0,0,0.1111,4.79,705.68,0.147
common_voice_hi_26028419.mp3,बस वहीं रहिए।,बस वर् ही रहिए,बस वहीं रहिए,बस वर् ही रहिए,1,0,1,0.6667,2.84,450.31,0.158
common_voice_hi_26032219.mp3,कमप्यूटर गेम खेलना लाभदायक: अध्ययन,कंप्यूटर गेम खेलना लाभदायक अध्ययन,कमप्यूटर गेम खेलना लाभदायक अध्ययन,कंप्यूटर गेम खेलना लाभदायक अध्ययन,1,0,0,0.2,5.44,806.62,0.148
common_voice_hi_26032235.mp3,उसकी दीदी बहुत सुंदर है।,उसकी दीदी बहुत सुंदर है,उसकी दीदी बहुत सुंदर है,उसकी दीदी बहुत सुंदर है,0,0,0,0.0,3.17,480.48,0.152
common_voice_hi_26032279.mp3,सपा नेता की कुल्हाड़ी से काटकर हत्या,सपा नेता की कुल्हाड़ी से काटकर हत्या,सपा नेता की कुल्हाड़ी से काटकर हत्या,सपा नेता की कुल्हाड़ी से काटकर हत्या,0,0,0,0.0,5.0,749.41,0.15
common_voice_hi_26119401.mp3,तुम्हारे इगज़ैम के रिज़ल्ट बहुत अच्छे हैं।,तुम्हारे एग्ज़ैम के रिज़ल्ट बहुत अच्छे हैं,तुम्हारे इगज़ैम के रिज़ल्ट बहुत अच्छे हैं,तुम्हारे एग्ज़ैम के रिज़ल्ट बहुत अच्छे हैं,1,0,0,0.1429,5.69,860.33,0.151
common_voice_hi_26119408.mp3,तुम्हारी जुर्रत कैसे हुई यह बोलने की?!,तुम्हारी जरूरत कैसे हुई यह बोलने की,तुम्हारी जुर्रत कैसे हुई यह बोलने की,तुम्हारी जरूरत कैसे हुई यह बोलने की,1,0,0,0.1429,6.84,1000.9,0.146
common_voice_hi_26226583.mp3,वह वहाँ सात साल रही है।,वह वहाँ सात साल रही है,वह वहाँ सात साल रही है,वह वहाँ सात साल रही है,0,0,0,0.0,3.82,583.08,0.153
common_voice_hi_26227009.mp3,टॉम से बात मत कर।,टम से बात मत कर,टॉम से बात मत कर,टम से बात मत कर,1,0,0,0.2,5.22,782.18,0.15
common_voice_hi_26687107.mp3,"मुलायम-डिंपल के टिकट तय, तो क्या आजमगढ़ से लड़ेंगे अखिलेश यादव?",मुलायम डिपल के टिकट तय तो क्या आजमगढ़ से लड़ेंगे अखिलेश यादव,मुलायमडिंपल के टिकट तय तो क्या आजमगढ़ से लड़ेंगे अखिलेश यादव,मुलायम डिपल के टिकट तय तो क्या आजमगढ़ से लड़ेंगे अखिलेश यादव,1,0,1,0.1818,6.59,1008.69,0.153
common_voice_hi_26687145.mp3,नए चीफ जस्टिस सदाशिवम ने ही सुनाई थी संजय दत्त को सजा,नए चीफ जस्टिस सदाशिवम ने की सुनाई थी संजय दत्त को सजा,नए चीफ जस्टिस सदाशिवम ने ही सुनाई थी संजय दत्त को सजा,नए चीफ जस्टिस सदाशिवम ने की सुनाई थी संजय दत्त को सजा,1,0,0,0.0833,7.02,1062.2,0.151
common_voice_hi_26749179.mp3,झारखंड: राज्यपाल ने मुख्यमंत्री सोरेन को तलब किया,झारखंड राज्यपाल ने मुख्यमंत्री सोरेन को तलब किया,झारखंड राज्यपाल ने मुख्यमंत्री सोरेन को तलब किया,झारखंड राज्यपाल ने मुख्यमंत्री सोरेन को तलब किया,0,0,0,0.0,4.97,759.84,0.153
common_voice_hi_26749236.mp3,बेकरी में जो लड़की काम करती है वह बहुत क्यूट है।,ब में जो लड़की काम करती है है,बेकरी में जो लड़की काम करती है वह बहुत क्यूट है,ब में जो लड़की काम करती है है,1,3,0,0.3636,5.44,809.08,0.149
common_voice_hi_26749270.mp3,अदालत में पेशी के लिए जयललिता बैंगलोर पहुंचीं,अदालत में पेशी के लिए जयललिता बेंगलौर पहुंची,अदालत में पेशी के लिए जयललिता बैंगलोर पहुंचीं,अदालत में पेशी के लिए जयललिता बेंगलौर पहुंची,2,0,0,0.25,5.08,753.22,0.148
common_voice_hi_26897388.mp3,सिनेमा-बॉलीवुड के बाजार का एंडगेम!,सिनेमा बॉलीिवुड के बाजार का एन गेम,सिनेमाबॉलीवुड के बाजार का एंडगेम,सिनेमा बॉलीिवुड के बाजार का एन गेम,2,0,2,0.8,6.05,890.24,0.147
common_voice_hi_26986131.mp3,हेमा मालिनी और धर्मेंद्र बनेंगे हरियाणा पर्यटन के एंबेसडर,हेमा मालिनी और धर्मेंद्र बनेंगे हरियाणा पर्यटन के एंबेसडर,हेमा मालिनी और धर्मेंद्र बनेंगे हरियाणा पर्यटन के एंबेसडर,हेमा मालिनी और धर्मेंद्र बनेंगे हरियाणा पर्यटन के एंबेसडर,0,0,0,0.0,5.47,823.62,0.151
common_voice_hi_26988429.mp3,अब ट्रेन में ऑर्डर कर सकते हैं हल्दीराम-डोमिनोज के फास्टफूड,अब ट्रेन में ऑर्डर कर सकते हैं हल्दीराम डोमिनोज के फास्टफूड,अब ट्रेन में ऑर्डर कर सकते हैं हल्दीरामडोमिनोज के फास्टफूड,अब ट्रेन में ऑर्डर कर सकते हैं हल्दीराम डोमिनोज के फास्टफूड,1,0,1,0.2,5.51,844.01,0.153
common_voice_hi_26988430.mp3,"गाजियाबाद में मासूम से कुकर्म, आरोपी पड़ोसी गिरफ्तार",गाजियाबाद में मासूम से हुकर्म आरोपी पड़ोसी गिरफ्तार,गाजियाबाद में मासूम से कुकर्म आरोपी पड़ोसी गिरफ्तार,गाजियाबाद में मासूम से हुकर्म आरोपी पड़ोसी गिरफ्तार,1,0,0,0.125,5.76,881.43,0.153
common_voice_hi_26988709.mp3,प्रभाकरन को पकड़े बिना चैन नहीं: राजपक्षे,प्रभाकरण को पकड़े बिना चयन नहीं राजपक्षी,प्रभाकरन को पकड़े बिना चैन नहीं राजपक्षे,प्रभाकरण को पकड़े बिना चयन नहीं राजपक्षी,3,0,0,0.4286,5.22,789.84,0.151
common_voice_hi_27031255.mp3,अनफिट खिलाडि़यों ने दिया कीवी टीम को झटका,अनफेट खिलाड़ियों ने दिया कीवी टीम को झटका,अनफिट खिलाडि़यों ने दिया कीवी टीम को झटका,अनफेट खिलाड़ियों ने दिया कीवी टीम को झटका,2,0,0,0.25,5.98,877.34,0.147
common_voice_hi_27248543.mp3,पनामा मामले में नामित लोगों पर अब तक कार्रवाई क्यों नहीं: लालू यादव,पनामा मामले मे नामित लोगों पर अब तक कारवाई क्यों नहीं लालू यादव,पनामा मामले में नामित लोगों पर अब तक कार्रवाई क्यों नहीं लालू यादव,पनामा मामले मे नामित लोगों पर अब तक कारवाई क्यों नहीं लालू यादव,2,0,0,0.1538,8.57,1271.0,0.148
common_voice_hi_27248544.mp3,"दिल्ली: संपत्ति विवाद में महिला पर फेंका तेजाब, आरोपी फरार",दिल्ली संपत्ति विवाद में महिला पर फेंका तेजाब आरोपी फरार,दिल्ली संपत्ति विवाद में महिला पर फेंका तेजाब आरोपी फरार,दिल्ली संपत्ति विवाद में महिला पर फेंका तेजाब आरोपी फरार,0,0,0,0.0,6.7,1001.81,0.15
common_voice_hi_27381781.mp3,Tech It Easy: फोन से लाजवाब फोटो का फंडा,ईसी फोन से लाजवाब फोटो का फंडा,Tech It Easy फोन से लाजवाब फोटो का फंडा,ईसी फोन से लाजवाब फोटो का फंडा,1,2,0,0.3333,5.33,783.07,0.147
common_voice_hi_27381787.mp3,ऑनलाइन लीक हुई सोनम कपूर की फिल्म 'एक लड़की को देखा तो ऐसा लगा',ऑनलाइन लीक हुई सोनम कपूर की फिल्म एक लड़की को देखा तो ऐसा लगा,ऑनलाइन लीक हुई सोनम कपूर की फिल्म एक लड़की को देखा तो ऐसा लगा,ऑनलाइन लीक हुई सोनम कपूर की फिल्म एक लड़की को देखा तो ऐसा लगा,0,0,0,0.0,5.69,879.36,0.155
common_voice_hi_27399520.mp3,मोदी से मिलाने के नाम पर धोखाधड़ी!,मोदी से मिलने के नाम पर धोखाधड़ी,मोदी से मिलाने के नाम पर धोखाधड़ी,मोदी से मिलने के नाम पर धोखाधड़ी,1,0,0,0.1429,5.69,863.47,0.152
common_voice_hi_27427324.mp3,पीटी उषा का किरदार निभाना चाहती हूं: बिपाशा बसु,पी टी उषा का किरदार निभाना चाहती हू विपाशा बसु,पीटी उषा का किरदार निभाना चाहती हूं बिपाशा बसु,पी टी उषा का किरदार निभाना चाहती हू विपाशा बसु,3,0,1,0.4444,5.4,804.83,0.149
common_voice_hi_27637668.mp3,"दिल्लीः नकली नोट बनाने वाले गिरोह का भंडाफोड़, बरामद हुए आधे छपे नोट",दली नकली नोट बनाने वाले गरोह का भंडा फोड़ बरामद हुए आधे छपे नोट,दिल्लीः नकली नोट बनाने वाले गिरोह का भंडाफोड़ बरामद हुए आधे छपे नोट,दली नकली नोट बनाने वाले गरोह का भंडा फोड़ बरामद हुए आधे छपे नोट,3,0,1,0.3077,9.29,1366.15,0.147
common_voice_hi_27637835.mp3,"आज ही दी गई थी मंगल पांडेय को फांसी, जानें- उनसे जुड़ीं खास बातें",ज ही दी गई थी मंगल पांडे को फासी जाने उनसे जुड़ी खास बातेें,आज ही दी गई थी मंगल पांडेय को फांसी जानें उनसे जुड़ीं खास बातें,ज ही दी गई थी मंगल पांडे को फासी जाने उनसे जुड़ी खास बातेें,6,0,0,0.4286,7.13,1062.74,0.149
common_voice_hi_27639341.mp3,"तुम्हारे पास एक कुत्ता है, है न?",तुम्हारे पास एक कुत्ता है है ना,तुम्हारे पास एक कुत्ता है है न,तुम्हारे पास एक कुत्ता है है ना,1,0,0,0.1429,4.25,626.39,0.147
common_voice_hi_27762568.mp3,"केजरीवाल के विज्ञापन पर हंगामा, विरोधियों ने बताया- महिला विरोधी, रुपये का दुरुपयोग",केजरीवाल के विज्ञापन पर हंगामा विरोधियों ने बताया महिला विरोधी रुपय का दुरुपयोग,केजरीवाल के विज्ञापन पर हंगामा विरोधियों ने बताया महिला विरोधी रुपये का दुरुपयोग,केजरीवाल के विज्ञापन पर हंगामा विरोधियों ने बताया महिला विरोधी रुपय का दुरुपयोग,1,0,0,0.0769,6.91,1024.99,0.148
common_voice_hi_27762574.mp3,सड़क हादसे के बाद अभिजीत सावंत की पिटाई,सड़क हादसे के बाद अभिजीत सावंन की पिटाई,सड़क हादसे के बाद अभिजीत सावंत की पिटाई,सड़क हादसे के बाद अभिजीत सावंन की पिटाई,1,0,0,0.125,3.24,507.1,0.157
common_voice_hi_27762784.mp3,शाम के सात बज कर तीस मिनट हुए हैं,शाम के सात बजकर तीस मिनट हुए हैं,शाम के सात बज कर तीस मिनट हुए हैं,शाम के सात बजकर तीस मिनट हुए हैं,1,1,0,0.2222,3.71,556.14,0.15
common_voice_hi_27782433.mp3,राजीव गांधीः थोड़े समय का ध्रुव तारा,राजीव गांधी थोड़े समय का ध्रुव दारा,राजीव गांधीः थोड़े समय का ध्रुव तारा,राजीव गांधी थोड़े समय का ध्रुव दारा,2,0,0,0.2857,4.82,742.98,0.154
common_voice_hi_27913520.mp3,जब चंद्रमा से दिखी धरती...,जब चंद्रमा से दिखी धरती,जब चंद्रमा से दिखी धरती...,जब चंद्रमा से दिखी धरती,1,0,0,0.2,3.89,569.8,0.147
common_voice_hi_27942843.mp3,गुड़गांवः ट्रैफिक लाइट ने बचाई सॉफ्टवेयर इंजीनियर की आबरू,गुडगांव ट्रैफिक लाइट ने बचाई सॉफ्टवेयर इंजीनियर की आबरू,गुड़गांवः ट्रैफिक लाइट ने बचाई सॉफ्टवेयर इंजीनियर की आबरू,गुडगांव ट्रैफिक लाइट ने बचाई सॉफ्टवेयर इंजीनियर की आबरू,1,0,0,0.1111,6.12,928.82,0.152
common_voice_hi_28701637.mp3,"Video: दिल्ली की वेडिंग पार्टी में पहुंचे रणवीर सिंह, डांस फ्लोर पर मचाया धमाल",वीडियो दिल्ली में वीडिंग पार्टी में पहुंचे रणबीर सिंह डांस फलोर पर मचाया धमाल,Video दिल्ली की वेडिंग पार्टी में पहुंचे रणवीर सिंह डांस फ्लोर पर मचाया धमाल,वीडियो दिल्ली में वीडिंग पार्टी में पहुंचे रणबीर सिंह डांस फलोर पर मचाया धमाल,5,0,0,0.3571,5.62,832.6,0.148
common_voice_hi_30706614.mp3,प्रधानमंत्री कार्यालय से सोनिया को नहीं भेजी गई फाइल: मनमोहन,प्रधानमंत्री कार्यालय से सोनिया को नहीं भेजी गई फाइल मनमोहन,प्रधानमंत्री कार्यालय से सोनिया को नहीं भेजी गई फाइल मनमोहन,प्रधानमंत्री कार्यालय से सोनिया को नहीं भेजी गई फाइल मनमोहन,0,0,0,0.0,7.49,1093.85,0.146
common_voice_hi_30706616.mp3,राष्ट्रपति के अभिभाषण पर मल्लिकार्जुन खड़गे ने मोदी सरकार को घेरा,राष्ट्रपति के अभिभाषण पर मल्लिकार्जुन खड़गे ने मोदी सरकार को घेरा,राष्ट्रपति के अभिभाषण पर मल्लिकार्जुन खड़गे ने मोदी सरकार को घेरा,राष्ट्रपति के अभिभाषण पर मल्लिकार्जुन खड़गे ने मोदी सरकार को घेरा,0,0,0,0.0,7.13,1041.14,0.146
common_voice_hi_31692640.mp3,सावन का तीसरा सोमवार और शिव जी के तीन स्वरूप,सावन का तीसरा सोमवार और शजी के तीन स्वरूप,सावन का तीसरा सोमवार और शिव जी के तीन स्वरूप,सावन का तीसरा सोमवार और शजी के तीन स्वरूप,1,1,0,0.2,5.44,816.12,0.15
common_voice_hi_31822237.mp3,नर्सरी में प्रवेश मामले पर सुप्रीम कोर्ट सोमवार को करेगा सुनवाई,नर्सरी में प्रवेश मामले पर सुप्रीम कोर्ट सोमवार को करेगा सुनवाई,नर्सरी में प्रवेश मामले पर सुप्रीम कोर्ट सोमवार को करेगा सुनवाई,नर्सरी में प्रवेश मामले पर सुप्रीम कोर्ट सोमवार को करेगा सुनवाई,0,0,0,0.0,7.06,1038.03,0.147
common_voice_hi_32356249.mp3,अब अगले हफ्ते लोकसभा में तीन तलाक पर बिल पेश करेगी सरकार,अब अगले हफ्ते लोकसभा में तीम तलाफ पर बिल पेश करेगी सरकार,अब अगले हफ्ते लोकसभा में तीन तलाक पर बिल पेश करेगी सरकार,अब अगले हफ्ते लोकसभा में तीम तलाफ पर बिल पेश करेगी सरकार,2,0,0,0.1667,6.34,942.08,0.149
common_voice_hi_32409504.mp3,सड़क-छाप कॉमेडी जिसे इग्नोर मारना मुमकिन नहीं क्योंकि...!,सड़क छप कमेडी जिसे इग्नोर मारना मुमकिन नहीं क्योंक,सड़कछाप कॉमेडी जिसे इग्नोर मारना मुमकिन नहीं क्योंकि...,सड़क छप कमेडी जिसे इग्नोर मारना मुमकिन नहीं क्योंक,3,0,1,0.5,4.54,680.58,0.15
