id,source,source_subset,src_lang,tgt_lang,src_text,tgt_text,domain,license,quality_status,verification_status,source_id
TT-V2-COMB-00038,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,आज बहुत गर्मी है,ᱛᱮᱦᱮᱧ ᱟᱹᱰᱤ ᱞᱚᱞᱚ ᱜᱮᱭᱟ,writing,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_38
TT-V2-COMB-00039,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,आज बहुत ठंड है,ᱛᱮᱦᱮᱧ ᱟᱹᱰᱤ ᱨᱮᱭᱟᱲ ᱜᱮᱭᱟ,environment,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_39
TT-V2-COMB-00042,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,पेड़ हमें छाया देते हैं,ᱫᱟᱨᱮ ᱟᱵᱚ ᱩᱢᱩᱞ ᱮᱢᱟᱵᱚᱱᱟ,counting,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_42
TT-V2-COMB-00043,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,नदी में पानी बह रहा है,ᱜᱟᱰᱟ ᱨᱮ ᱫᱟᱜ ᱞᱤᱸᱜᱤᱱ ᱠᱟᱱᱟ,shapes,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_43
TT-V2-COMB-00044,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,पक्षी आकाश में उड़ रहे हैं,ᱪᱮᱬᱮ ᱥᱮᱨᱢᱟ ᱨᱮᱠᱚ ᱩᱰᱟᱹᱣᱜ ᱠᱟᱱᱟ,environment,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_44
TT-V2-COMB-00045,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,फूल बहुत सुंदर हैं,ᱵᱟᱦᱟ ᱟᱹᱰᱤ ᱪᱚᱨᱚᱠ ᱜᱮᱭᱟ,nature,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_45
TT-V2-COMB-00046,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,यह मेरा परिवार है,ᱱᱚᱣᱟ ᱤᱧᱟᱜ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱠᱟᱱᱟ,family,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_46
TT-V2-COMB-00047,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,यह मेरी माँ है,ᱱᱩᱭ ᱤᱧ ᱟᱭᱳ ᱠᱟᱱᱟᱭ,family,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_47
TT-V2-COMB-00048,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,यह मेरे पिता हैं,ᱱᱩᱭ ᱤᱧ ᱵᱟᱵᱟ ᱠᱟᱱᱟᱭ,family,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_48
TT-V2-COMB-00049,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,यह मेरा भाई है,ᱱᱩᱭ ᱤᱧ ᱵᱚᱭᱦᱟ ᱠᱟᱱᱟᱭ,family,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_49
TT-V2-COMB-00050,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,यह मेरी बहन है,ᱱᱩᱭ ᱤᱧ ᱢᱤᱥᱤ ᱠᱟᱱᱟᱭ,family,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_50
TT-V2-COMB-00051,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,वह मेरा दोस्त है,ᱩᱱᱤ ᱤᱧᱤᱡ ᱜᱟᱛᱮ ᱠᱟᱱᱟᱭ,counting,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_51
TT-V2-COMB-00053,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,स्कूल बहुत सुंदर है,ᱤᱛᱩᱱ ᱚᱲᱟᱜ ᱟᱹᱰᱤ ᱪᱚᱨᱚᱠ ᱜᱮᱭᱟ,daily_life,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_53
TT-V2-COMB-00054,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,गुरुजी आ रहे हैं,ᱢᱟᱪᱮᱛ ᱦᱤᱡᱩᱜ ᱠᱟᱱᱟᱭ,teacher_student_dialogue,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_54
TT-V2-COMB-00055,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,हम पाठ पढ़ रहे हैं,ᱟᱵᱚ ᱯᱟᱴᱷ ᱵᱚᱱ ᱯᱟᱲᱦᱟᱣ ᱠᱟᱱᱟ,literacy,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_55
TT-V2-COMB-00056,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,रोटी खाओ,ᱨᱩᱴᱤ ᱡᱚᱢ ᱢᱮ,daily_life,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_56
TT-V2-COMB-00057,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,दूध पियो,ᱛᱳᱣᱟ ᱧᱩᱭ ᱢᱮ,daily_life,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_57
TT-V2-COMB-00058,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,समय पर स्कूल आओ,ᱚᱠᱛᱚ ᱨᱮ ᱤᱛᱩᱱ ᱚᱲᱟᱜ ᱦᱤᱡᱩᱜ ᱢᱮ,classroom_commands,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_58
TT-V2-COMB-00059,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,सच बोलो,ᱥᱟᱹᱨᱤ ᱠᱟᱛᱷᱟ ᱨᱚᱲ ᱢᱮ,classroom_commands,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_59
TT-V2-COMB-00061,TRIBETALK_SEED,classroom_curriculum_base,hin_Deva,sat_Olck,सफाई रखो,ᱥᱟᱯᱷᱟ ᱫᱚᱦᱚᱭ ᱯᱮ,counting,APACHE-2.0,VALID,PIPELINE_VERIFIED,legacy_seed_row_61
TT-V2-COMB-00062,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम्हारा नाम क्या है?,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ ᱪᱮᱫ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060318|sat:10290319
TT-V2-COMB-00063,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तेल और हल्दी लाओ तो।,ᱥᱩᱱᱩᱢ ᱟᱨ ᱥᱟᱥᱟᱝ ᱟᱹᱜᱩᱭ ᱢᱮ ᱥᱮ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290332|sat:10290317
TT-V2-COMB-00064,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम्हारा घर बहुत ही सुंदर है।,ᱟᱢᱟᱜ ᱟᱲᱟᱜ ᱟᱹᱰᱤ ᱢᱚᱡᱽ ᱜᱮᱭᱟ᱾,daily_life,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290354|sat:10290346
TT-V2-COMB-00065,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,यह किसी दूसरे का हैं।,ᱱᱚᱣᱟ ᱫᱚ ᱮᱴᱟᱜ ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱠᱟᱱᱟ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290372|sat:10290360
TT-V2-COMB-00066,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,हम लोग अगले दिन जाएंगे।,ᱜᱟᱯᱟ ᱵᱩᱱ ᱪᱟᱞᱟᱜ ᱼᱟ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290379|sat:10290376
TT-V2-COMB-00067,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम कहां जा रहे हो?,ᱚᱠᱟ ᱛᱮᱢ ᱪᱟᱞᱟᱜ ᱠᱟᱱᱟ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290388|sat:10290386
TT-V2-COMB-00068,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम कौन हो?,ᱟᱢ ᱫᱚ ᱚᱠᱚᱭ ᱠᱟᱱᱟᱢ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290394|sat:10290392
TT-V2-COMB-00069,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,"भाईसाहब, आप क्या बना रहे हो?","ᱜᱚᱢᱠᱮ, ᱟᱢ ᱫᱚ ᱪᱮᱫ ᱮᱢ ᱵᱮᱱᱟᱣ ᱫᱟ?",family,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290398|sat:10290396
TT-V2-COMB-00070,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,जाओ और नहां कर आओ।,ᱪᱟᱞᱟᱜ ᱢᱮ ᱟᱨ ᱯᱟᱭᱨᱟᱜ ᱦᱤᱡᱩ ᱢᱮ᱾,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290402|sat:10290401
TT-V2-COMB-00071,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,हम लोग पैदल जांऐगे।,ᱛᱟᱲᱟᱢ ᱛᱮ ᱵᱩᱱ ᱪᱟᱞᱟᱜᱼᱟ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290405|sat:10290403
TT-V2-COMB-00072,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,हम लोग अपने गाड़ी से जांऐगे।,ᱟᱹᱵᱩᱼᱟ ᱜᱟᱹᱰᱤ ᱛᱮ ᱵᱩᱱ ᱪᱟᱞᱟᱜᱼᱟ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290409|sat:10290406
TT-V2-COMB-00073,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,कृपा कर के मेरी एक फोटो खींच दिजिए ना।,ᱫᱟᱭᱟ ᱠᱟᱛᱮ ᱤᱧᱭᱟᱹ ᱯᱦᱚᱴᱚ ᱠᱷᱤᱪᱟᱹᱣ ᱛᱤᱝ ᱢᱮ ᱥᱮ᱾,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290413|sat:10290410
TT-V2-COMB-00074,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मैं घर पर नहीं हूं।,ᱤᱧ ᱚᱲᱟᱜ ᱨᱮ ᱵᱟᱹᱱᱩᱭᱼᱟ᱾,daily_life,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290416|sat:10290414
TT-V2-COMB-00075,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,भाईसाहब नमस्ते।,ᱡᱚᱦᱟᱨ ᱜᱮ ᱜᱚᱢᱠᱮ᱾,greetings,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290419|sat:10290418
TT-V2-COMB-00076,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,बैंक में खाता कैसे खोला जाता है?,ᱵᱮᱱᱠ ᱨᱮ ᱠᱷᱟᱛᱟ ᱪᱮᱫ ᱞᱮᱠᱟ ᱠᱚ ᱠᱷᱩᱠᱟᱹᱣ ᱛᱟᱦᱮᱱ ᱼᱟ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290423|sat:10290420
TT-V2-COMB-00077,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,रोजगार पाने के लिए मैं क्या करूं।,ᱠᱟ.ᱢᱤ ᱧᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱤᱧ ᱪᱮᱫ ᱪᱮᱫᱟ ᱦᱩᱭᱩᱜ ᱛᱤᱭᱟᱹ?,hygiene,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290426|sat:10290425
TT-V2-COMB-00078,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,क्या तुम इस जगह पर गये हों कि नहीं?,ᱱᱚᱣᱟ ᱡᱟᱭᱜᱟ ᱨᱮ ᱟᱢ ᱪᱟᱞᱟᱣ ᱠᱟᱱᱟᱢ ᱥᱮ ᱵᱟᱝ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290430|sat:10290428
TT-V2-COMB-00079,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मेरे पैर दर्द कर रहें हैं।,ᱤᱧᱭᱟᱹ ᱡᱟᱸᱜᱟ ᱠᱚ ᱦᱟᱥᱩ ᱠᱟᱱᱟ᱾,health,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290434|sat:10290431
TT-V2-COMB-00080,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मेरे पैरों में दर्द हैं।,ᱤᱧᱭᱟᱹ ᱡᱟᱸᱜᱟ ᱨᱮ ᱦᱟᱥᱩ ᱢᱮᱱᱟᱜᱼᱟ᱾,health,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290439|sat:10290436
TT-V2-COMB-00081,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,यें फुल बहुत ही सुंदर हैं।,ᱱᱚᱣᱟ ᱵᱟᱦᱟ ᱠᱚ ᱟᱹᱰᱤ ᱢᱚᱡᱽ ᱜᱮᱭᱟ᱾,nature,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290441|sat:10290437
TT-V2-COMB-00082,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम कैसे हो?,ᱟᱢ ᱪᱮᱫ ᱞᱮᱠᱟ ᱢᱮᱱᱟᱢᱼᱟ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:475785|sat:10290445
TT-V2-COMB-00083,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,आज अवकाश है।,ᱛᱤᱦᱤᱱ ᱫᱚ ᱛᱷᱩᱴᱴᱤ ᱢᱮᱱᱟᱜᱼᱟ᱾,hygiene,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290452|sat:10290449
TT-V2-COMB-00084,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,इस गाड़ी का दाम हैं दस लाख रुपए।,ᱱᱚᱣᱟ ᱜᱟᱹᱰᱤ ᱨᱮᱭᱟᱜ ᱫᱟᱢ ᱢᱮᱱᱟᱜᱼᱟ ᱜᱮᱞ ᱞᱟᱠᱷ ᱴᱟᱠᱟ᱾,numeracy,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290475|sat:10290474
TT-V2-COMB-00085,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,आप सभी की ज़रूरत है।,ᱟᱯᱮ ᱠᱚᱣᱟᱜ ᱫᱚᱨᱠᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ᱾,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290500|sat:10290498
TT-V2-COMB-00086,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,पुरा किजिए,ᱯᱩᱨᱟᱹᱣ ᱢᱮ,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290508|sat:10290503
TT-V2-COMB-00087,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,पानी का तलाब से पानी ले कर आओ।,ᱫᱟ ᱰᱟᱹᱰᱤ ᱠᱷᱟᱱ ᱫᱟ ᱟᱹᱜᱩᱭ ᱢᱮ᱾,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290516|sat:10290512
TT-V2-COMB-00088,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,कृपया करके आप सभी बाये की और जाए।,ᱫᱟᱭᱟ ᱠᱟᱛᱮ ᱟᱯᱮ ᱥᱟᱱᱟᱢ ᱠᱚ ᱞᱮᱸᱜᱟ ᱥᱮᱛ ᱪᱟᱞᱟᱜ ᱯᱮ᱾,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290534|sat:10290529
TT-V2-COMB-00089,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,सोहराय पुजा इस महीने में हैं।,ᱥᱚᱦᱨᱟᱭ ᱵᱚᱝᱜᱟ ᱫᱚ ᱱᱚᱣᱟ ᱪᱟᱸᱫᱚ ᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ᱾,nature,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290568|sat:10290554
TT-V2-COMB-00090,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,"वहां देखो, तुम्हारा दोस्त तुम्हारे लिए इंतजार कर रहा हैं।","ᱦᱟᱱᱰᱮ ᱧᱮᱞ ᱢᱮ, ᱟᱢᱨᱮᱱ ᱜᱟᱹᱛᱮ ᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱛᱟᱺᱜᱤ ᱫᱟᱭ᱾",classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290581|sat:10290579
TT-V2-COMB-00091,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,मैं रांची जाऊंगा।,ᱤᱧ ᱫᱚ ᱨᱟᱺᱪᱤ ᱪᱟᱞᱟᱜ ᱟᱹᱭ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290591|sat:10290585
TT-V2-COMB-00092,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,आज ठंड लग रही है।,ᱛᱤᱦᱤᱧ ᱫᱚ ᱨᱟᱵᱟᱝ ᱠᱟᱱᱟ᱾,environment,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290608|sat:10290601
TT-V2-COMB-00093,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,तुम कहां गए थे?,ᱟᱢ ᱚᱠᱟᱛᱮ ᱪᱟᱞᱟᱣ ᱞᱮᱱᱟᱢ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10290629|sat:10290627
